OTU,NM-L+P+1,NM-L+P+2,NM-L+P+3,NM-L+P+4,NM-L+P+5,AM-L-P+1,AM-L-P+2,AM-L-P+3,AM-L-P+4,AM-L-P+5,NM-L+P-1,NM-L+P-2,NM-L+P-3,NM-L+P-4,NM-L+P-5,AM-L-P-1,AM-L-P-2,AM-L-P-3,AM-L-P-4,AM-L-P-5
OTU280,0,0,0,0,0,0,62,0,0,2686,0,1585,5,106,1342,0,451,0,0,0
OTU281,5,0,1,270,1,0,32,0,0,0,999,0,125,0,896,60,0,0,0,1
OTU282,755,516,0,0,128,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU283,0,0,0,2,533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0
OTU285,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,392,0,0,0
OTU286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU288,0,8,1,2,0,310,236,0,0,0,0,0,171,241,0,0,0,1,0,0
OTU289,0,0,0,0,0,161,104,0,0,0,0,314,160,0,0,220,0,0,0,0
OTU290,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0
OTU291,0,101,0,150,0,0,0,0,0,1174,0,0,141,0,0,0,2,0,0,0
OTU292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU294,0,0,0,108,0,73,81,0,0,0,441,273,0,37,322,180,0,0,0,0
OTU295,0,0,0,0,0,0,0,0,0,3,2,0,0,0,445,0,234,0,2,4
OTU296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU297,0,0,0,0,0,0,0,0,0,0,0,0,423,313,0,0,0,0,0,0
OTU298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU304,0,0,0,0,0,0,0,0,0,0,0,0,3,167,1,0,0,0,0,0
OTU305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU306,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU307,0,0,16,11,0,0,0,0,0,0,0,0,597,109,0,408,0,0,0,0
OTU308,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU312,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0
OTU313,0,0,0,0,0,0,0,0,0,0,0,0,203,0,1,0,0,0,0,0
OTU314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU315,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU317,0,0,0,113,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
OTU318,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU320,5,3,38,4,0,0,1,0,0,1,1,0,101,0,0,147,0,0,0,0
OTU321,0,1,0,0,1,339,248,0,0,0,0,2,139,0,0,0,0,0,0,1
OTU322,0,0,27,0,0,98,64,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU323,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
OTU324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU327,2,0,0,1,0,0,0,0,0,0,0,0,170,0,0,73,0,0,0,0
OTU328,213,171,0,19,0,0,0,7,676,821,2,0,0,0,0,0,84,1,0,0
OTU329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU330,0,0,158,0,529,0,0,0,6,716,0,283,0,402,0,0,0,0,0,0
OTU331,0,0,0,127,285,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0
OTU332,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0
OTU334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU335,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0
OTU336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU337,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,65,0,0,0
OTU338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU339,0,0,53,0,0,0,0,0,0,718,0,477,0,0,718,0,813,0,0,595
OTU340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU344,338,230,18,794,500,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0
OTU345,3,0,0,0,864,0,0,0,0,0,0,0,182,0,0,111,0,0,0,0
OTU346,0,768,1399,267,0,282,235,0,0,0,0,0,0,0,0,114,0,0,0,11
OTU347,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU350,8,0,3,302,0,0,195,0,4,0,0,2,685,479,477,421,1,1490,0,0
OTU351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU354,1,0,0,0,0,0,82,0,0,0,0,0,0,0,0,176,0,0,0,0
OTU355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU360,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU363,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU364,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU365,0,0,0,0,0,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU368,0,5,0,262,472,106,65,0,0,0,367,0,0,91,0,0,1,0,0,0
OTU369,0,0,0,0,0,0,118,0,0,0,0,296,305,0,0,71,0,0,0,0
OTU370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU371,0,0,0,4,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0
OTU372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU376,0,0,0,0,305,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU377,0,0,0,0,0,0,0,2,0,1571,0,0,0,0,0,0,168,0,0,0
OTU378,1,0,0,4,0,0,0,0,0,0,0,0,0,163,0,472,0,0,0,0
OTU379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU380,0,0,0,0,0,297,191,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU381,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,130,0,0,0,0
OTU382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU391,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0
OTU392,0,0,0,159,0,71,63,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU394,0,0,0,0,0,0,0,0,0,0,0,0,98,159,0,99,0,0,0,0
OTU395,1,0,0,0,0,127,88,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU398,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU399,0,0,0,0,0,133,104,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU400,0,0,0,4,0,0,45,0,0,0,0,0,0,0,0,91,0,0,0,0
OTU401,0,0,0,311,0,0,0,0,0,619,0,0,91,0,0,0,0,0,0,0
OTU402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU406,0,2,0,0,369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU409,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU413,0,0,0,0,2,178,112,1,0,0,0,0,165,186,1,1,0,0,0,0
OTU414,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
OTU416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU418,0,0,0,325,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU419,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU420,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,27,0,612,0
OTU421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
OTU422,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
OTU423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU425,2,0,0,5,0,106,219,0,0,0,0,0,3,0,432,345,0,0,0,0
OTU426,0,21,40,0,0,0,24,1,0,1,0,0,0,0,0,1,0,0,0,0
OTU427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU428,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,1
OTU429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0
OTU430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU433,0,161,229,245,0,0,274,1343,0,0,0,0,0,0,0,0,734,0,0,0
OTU434,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU435,0,22,43,0,0,134,96,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU436,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,700
OTU437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU438,0,0,0,1,0,183,126,1,1,0,0,0,324,1,0,273,1,0,0,1
OTU439,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0
OTU440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU443,11,0,1,8,598,305,215,0,0,1,0,1,188,933,0,361,0,0,0,2
OTU444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
OTU445,0,0,0,0,2,1,0,0,0,0,0,370,0,0,0,0,0,0,0,0
OTU446,0,0,21,1,0,0,0,0,0,1370,1708,1075,0,0,0,0,1452,856,150,0
OTU447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU450,0,0,0,223,0,0,0,8,3,0,0,0,0,306,0,1,58,524,0,2
OTU451,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0
OTU454,3,0,0,450,636,120,214,0,0,0,0,0,84,131,1,0,0,0,0,0
OTU455,0,0,0,0,0,0,34,1,0,0,0,0,164,0,0,60,0,0,0,0
OTU456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU457,242,181,0,0,0,0,31,0,0,0,0,0,181,0,0,0,0,0,0,0
OTU458,1,0,0,1,0,81,52,0,0,0,0,0,1,0,1,0,0,0,0,0
OTU459,11,0,0,0,0,0,0,0,0,0,0,0,0,85,0,64,0,0,0,2
OTU460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
OTU464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU472,0,0,0,0,0,0,0,0,0,0,0,0,60,0,563,0,0,0,0,0
OTU473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU477,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU478,1,2,0,0,0,0,0,1,0,0,0,0,316,0,0,0,0,0,0,0
OTU479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU480,0,0,0,1,0,0,0,0,0,0,0,0,160,2,0,0,0,0,0,0
OTU481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0
OTU483,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU487,0,0,0,0,0,0,53,0,0,0,0,0,179,0,0,175,115,0,0,0
OTU488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU490,57,46,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU491,101,281,700,122,437,170,139,339,0,31,0,476,0,0,0,121,0,0,0,0
OTU492,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,20,0,0,0,0
OTU493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU494,0,0,0,0,66,23,10,176,98,107,0,0,0,0,0,14,8123,10,1003,13644
OTU495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU497,7,71,174,0,281,306,167,0,7641,0,0,0,0,0,0,0,0,0,0,0
OTU498,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,65,0,0,0,0
OTU499,0,0,0,0,0,117,83,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU501,0,0,0,27,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0
OTU502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU505,0,0,0,179,0,0,131,0,0,0,0,0,144,570,2,165,0,0,0,0
OTU506,0,0,0,0,0,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
OTU509,0,0,0,59,0,0,84,0,0,0,0,0,297,9,0,139,0,0,0,0
OTU510,0,0,0,0,0,172,123,0,1,0,0,1,0,0,383,220,0,2,0,0
OTU511,1,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
OTU512,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,32,0,0,0
OTU513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
OTU514,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU515,0,0,0,0,0,233,217,0,0,0,0,0,288,0,0,338,0,0,0,0
OTU516,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
OTU517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
OTU519,0,0,0,4,0,104,69,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU520,0,22,73,0,1060,114,155,0,0,0,0,295,0,99,0,563,0,0,0,0
OTU521,0,0,0,0,101,0,0,1,0,0,0,0,0,0,0,0,53,0,0,0
OTU522,0,0,0,1,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0
OTU523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU524,300,191,0,113,0,0,0,0,0,245,344,185,0,0,0,8,0,1,0,0
OTU525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0
OTU526,0,0,0,0,0,106,148,0,0,0,0,116,0,0,0,179,0,0,0,0
OTU527,243,0,74,0,0,0,0,0,0,0,0,0,40,0,0,0,86,0,4,1
OTU528,28147,26909,11680,30721,13245,12393,15111,28916,37795,26112,32526,42846,12463,9467,15404,8272,10243,46884,45551,55944
OTU529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0
OTU531,0,576,1028,0,203,0,0,0,0,1231,0,0,70,0,0,0,222,0,0,0
OTU532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU534,0,0,0,0,0,0,69,0,0,0,0,0,50,0,0,0,0,0,0,0
OTU535,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
OTU539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU541,0,0,72,0,600,0,86,0,0,0,0,0,0,0,0,73,0,0,0,0
OTU542,0,19,0,0,2,0,0,0,0,0,0,0,50,0,0,1,34,2,0,0
OTU543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU544,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0
OTU545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU547,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU551,204,377,527,353,442,499,553,848,729,2207,0,0,196,907,0,3,828,0,2165,1652
OTU552,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0
OTU557,0,0,0,2,0,0,62,2,0,0,0,0,127,102,0,0,0,0,0,0
OTU558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU560,291,141,0,191,10,0,0,745,10,0,0,0,0,229,10,0,303,5,0,0
OTU561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU563,0,0,0,0,1,93,62,1,0,0,0,1,0,86,0,0,0,0,0,0
OTU564,0,0,0,0,0,101,77,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU565,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU566,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU568,0,1,1,0,5,0,44,379,0,0,0,0,0,1,0,48,457,0,0,1
OTU569,0,37,0,0,0,0,69,0,4,1,510,3,114,225,0,118,0,0,886,0
OTU570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU573,429,394,180,656,0,0,0,974,3,0,0,0,0,0,140,0,502,0,0,0
OTU574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU578,0,0,0,0,0,79,40,0,0,0,0,0,102,0,0,66,0,0,0,0
OTU579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU581,0,0,0,209,0,0,23,0,0,0,0,0,44,0,0,42,0,0,0,0
OTU582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
